Time,Prey,Predators,Food,Prey_Births,Predator_Births,Prey_Avg_Energy,Predator_Avg_Energy
1235,26,8,43,0,0,96.70384615384825,133.17999999999765
1236,26,8,43,0,0,96.65384615384824,133.09999999999766
1237,26,8,43,0,0,96.60384615384822,133.01999999999765
1238,26,8,43,0,0,96.55384615384824,132.93999999999764
1239,26,8,43,0,0,96.50384615384823,132.85999999999763
1240,26,8,42,0,0,97.99230769230978,132.7799999999976
1241,27,8,42,1,0,96.72222222222423,132.6999999999976
1242,27,8,42,0,0,96.67222222222424,132.61999999999762
1243,27,8,42,0,0,96.62222222222424,132.5399999999976
1244,27,8,42,0,0,96.57222222222424,132.4599999999976
1245,27,8,42,0,0,96.52222222222423,132.37999999999758
1246,27,8,42,0,0,96.47222222222423,132.29999999999757
1247,27,8,42,0,0,96.42222222222424,132.21999999999758
1248,27,8,42,0,0,96.37222222222424,132.13999999999757
1249,27,8,42,0,0,96.32222222222424,132.05999999999756
1250,27,8,42,0,0,96.27222222222423,131.97999999999755
1251,27,7,42,0,0,96.22222222222423,150.75428571428264
1252,27,7,42,0,0,96.17222222222424,150.67428571428263
1253,27,7,42,0,0,96.12222222222424,150.59428571428265
1254,27,7,42,0,0,96.07222222222424,150.5142857142826
1255,27,7,42,0,0,96.02222222222424,150.43428571428262
1256,27,7,42,0,0,95.97222222222425,150.3542857142826
1257,27,7,42,0,0,95.92222222222424,150.2742857142826
1258,27,7,42,0,0,95.87222222222424,150.19428571428259
1259,27,7,42,0,0,95.82222222222424,150.1142857142826
1260,27,7,42,0,0,95.77222222222424,150.03428571428256
1261,27,7,42,0,0,95.72222222222425,149.95428571428258
1262,27,7,42,0,0,95.67222222222425,149.87428571428254
1263,27,7,42,0,0,95.62222222222424,149.79428571428255
1264,27,7,42,0,0,95.57222222222424,149.71428571428254
1265,27,7,42,0,0,95.52222222222424,149.63428571428253
1266,27,7,42,0,0,95.47222222222425,149.5542857142825
1267,27,7,42,0,0,95.42222222222425,149.47428571428253
1268,27,7,42,0,0,95.37222222222425,149.3942857142825
1269,27,7,42,0,0,95.32222222222426,149.3142857142825
1270,27,7,42,0,0,95.27222222222424,149.2342857142825
1271,27,7,42,0,0,95.22222222222425,149.15428571428248
1272,27,7,42,0,0,95.17222222222425,149.07428571428247
1273,27,7,42,0,0,95.12222222222425,148.99428571428248
1274,27,7,42,0,0,95.07222222222426,148.91428571428244
1275,27,7,42,0,0,95.02222222222426,148.83428571428246
1276,27,7,42,0,0,94.97222222222425,148.75428571428242
1277,27,7,42,0,0,94.92222222222425,148.67428571428243
1278,27,7,42,0,0,94.87222222222425,148.59428571428242
1279,27,7,42,0,0,94.82222222222426,148.5142857142824
1280,27,7,42,0,0,94.77222222222426,148.4342857142824
1281,27,7,42,0,0,94.72222222222426,148.3542857142824
1282,27,7,42,0,0,94.67222222222426,148.27428571428237
1283,27,7,42,0,0,94.62222222222425,148.1942857142824
1284,27,7,42,0,0,94.57222222222426,148.11428571428237
1285,27,7,42,0,0,94.52222222222426,148.03428571428236
1286,27,7,42,0,0,94.47222222222426,147.95428571428235
1287,27,7,42,0,0,94.42222222222426,147.87428571428237
1288,27,7,42,0,0,94.37222222222427,147.79428571428232
1289,27,7,42,0,0,94.32222222222426,147.71428571428234
1290,27,7,42,0,0,94.27222222222426,147.6342857142823
1291,27,7,42,0,0,94.22222222222426,147.55428571428232
1292,27,7,42,0,0,94.17222222222426,147.4742857142823
1293,27,7,42,0,0,94.12222222222427,147.3942857142823
1294,27,7,42,0,0,94.07222222222427,147.31428571428228
1295,27,7,42,0,0,94.02222222222426,147.2342857142823
1296,27,7,42,0,0,93.97222222222426,147.15428571428225
1297,27,7,42,0,0,93.92222222222426,147.07428571428227
1298,27,7,42,0,0,93.87222222222427,146.99428571428226
1299,27,7,42,0,0,93.82222222222427,146.91428571428224
1300,27,7,42,0,0,93.77222222222427,146.83428571428223
1301,27,7,42,0,0,93.72222222222427,146.75428571428225
1302,27,7,42,0,0,93.67222222222426,146.6742857142822
1303,27,7,42,0,0,93.62222222222427,146.59428571428222
